RecordNumber,Zipcode,ZipCodeType,City,State,LocationType,Latitude,Longitude,Xaxis,Yaxis,Zaxis,WorldRegion,Country,LocationText,Location,Decommisioned,TaxReturnsFiled,EstimatedPopulation,TotalWages,AvgWages,Notes
46886,92703,STANDARD,SANTA ANA,CA,PRIMARY,33.74,-117.89,-0.38,-0.73,0.55,NA,US,"Santa Ana, CA",NA-US-CA-SANTA ANA,FALSE,24634,48715,640236193,13142.5,
46888,92704,STANDARD,SANTA ANA,CA,PRIMARY,33.71,-117.9,-0.38,-0.73,0.55,NA,US,"Santa Ana, CA",NA-US-CA-SANTA ANA,FALSE,35475,67361,1086407691,16128.1,
46890,92705,STANDARD,SANTA ANA,CA,PRIMARY,33.76,-117.79,-0.38,-0.73,0.55,NA,US,"Santa Ana, CA",NA-US-CA-SANTA ANA,FALSE,19750,36122,1172694639,32464.8,
46893,92706,STANDARD,SANTA ANA,CA,PRIMARY,33.76,-117.88,-0.38,-0.73,0.55,NA,US,"Santa Ana, CA",NA-US-CA-SANTA ANA,FALSE,14635,27773,521280485,18769.3,
46895,92707,STANDARD,SANTA ANA,CA,PRIMARY,33.71,-117.87,-0.38,-0.73,0.55,NA,US,"Santa Ana, CA",NA-US-CA-SANTA ANA,FALSE,25232,48517,774459174,15962.6,
46897,92708,STANDARD,FOUNTAIN VALLEY,CA,PRIMARY,33.71,-117.94,-0.38,-0.73,0.55,NA,US,"Fountain Valley, CA",NA-US-CA-FOUNTAIN VALLEY,FALSE,26683,46913,1270598930,27084.2,
46900,92711,PO BOX,SANTA ANA,CA,PRIMARY,33.76,-117.8,-0.38,-0.73,0.55,NA,US,"Santa Ana, CA",NA-US-CA-SANTA ANA,FALSE,641,998,17992912,18029,
46904,92728,PO BOX,FOUNTAIN VALLEY,CA,PRIMARY,33.71,-117.92,-0.38,-0.73,0.55,NA,US,"Fountain Valley, CA",NA-US-CA-FOUNTAIN VALLEY,FALSE,605,951,23491078,24701.4,
46908,92799,STANDARD,SANTA ANA,CA,PRIMARY,33.71,-117.9,-0.38,-0.73,0.55,NA,US,"Santa Ana, CA",NA-US-CA-SANTA ANA,FALSE,645,977,27355773,27999.8,
46909,90670,STANDARD,SANTA FE SPRINGS,CA,PRIMARY,33.92,-118.06,-0.39,-0.73,0.55,NA,US,"Santa Fe Springs, CA",NA-US-CA-SANTA FE SPRINGS,FALSE,6889,12163,260091846,21383.9,
46913,90740,STANDARD,SEAL BEACH,CA,PRIMARY,33.75,-118.07,-0.39,-0.73,0.55,NA,US,"Seal Beach, CA",NA-US-CA-SEAL BEACH,FALSE,13373,20646,582293001,28203.7,
46914,92676,STANDARD,SILVERADO,CA,PRIMARY,33.75,-117.63,-0.38,-0.73,0.55,NA,US,"Silverado, CA",NA-US-CA-SILVERADO,FALSE,942,1608,58062843,36108.7,
46917,90680,STANDARD,STANTON,CA,PRIMARY,33.79,-117.99,-0.39,-0.73,0.55,NA,US,"Stanton, CA",NA-US-CA-STANTON,FALSE,12613,23093,405626085,17564.9,
46918,90742,PO BOX,SUNSET BEACH,CA,PRIMARY,33.71,-118.07,-0.39,-0.73,0.55,NA,US,"Sunset Beach, CA",NA-US-CA-SUNSET BEACH,FALSE,737,1081,44446622,41116.2,
46919,90743,PO BOX,SURFSIDE,CA,PRIMARY,33.72,-118.08,-0.39,-0.73,0.55,NA,US,"Surfside, CA",NA-US-CA-SURFSIDE,FALSE,253,414,20855645,50376,
46920,91780,STANDARD,TEMPLE CITY,CA,PRIMARY,34.1,-118.05,-0.38,-0.73,0.56,NA,US,"Temple City, CA",NA-US-CA-TEMPLE CITY,FALSE,16486,29368,646356716,22008.9,
46921,90501,STANDARD,TORRANCE,CA,PRIMARY,33.83,-118.31,-0.39,-0.73,0.55,NA,US,"Torrance, CA",NA-US-CA-TORRANCE,FALSE,18738,33170,808795012,24383.3,
46922,90502,STANDARD,TORRANCE,CA,PRIMARY,33.83,-118.29,-0.39,-0.73,0.55,NA,US,"Torrance, CA",NA-US-CA-TORRANCE,FALSE,8217,14193,359250963,25311.8,
46923,90503,STANDARD,TORRANCE,CA,PRIMARY,33.84,-118.35,-0.39,-0.73,0.55,NA,US,"Torrance, CA",NA-US-CA-TORRANCE,FALSE,20577,36775,1158273107,31496.2,
46924,90504,STANDARD,TORRANCE,CA,PRIMARY,33.86,-118.33,-0.39,-0.73,0.55,NA,US,"Torrance, CA",NA-US-CA-TORRANCE,FALSE,15598,27310,707331835,25900.1,
46925,90505,STANDARD,TORRANCE,CA,PRIMARY,33.8,-118.35,-0.39,-0.73,0.55,NA,US,"Torrance, CA",NA-US-CA-TORRANCE,FALSE,17386,31058,953618496,30704.4,
46930,90510,PO BOX,TORRANCE,CA,PRIMARY,33.82,-118.32,-0.39,-0.73,0.55,NA,US,"Torrance, CA",NA-US-CA-TORRANCE,FALSE,517,784,20668707,26363.1,
46931,92610,STANDARD,FOOTHILL RANCH,CA,PRIMARY,33.7,-117.67,-0.38,-0.73,0.55,NA,US,"Foothill Ranch, CA",NA-US-CA-FOOTHILL RANCH,FALSE,4856,9499,395636665,41650.3,
46935,92678,PO BOX,TRABUCO CANYON,CA,PRIMARY,33.66,-117.59,-0.38,-0.73,0.55,NA,US,"Trabuco Canyon, CA",NA-US-CA-TRABUCO CANYON,FALSE,330,561,16470274,29358.8,
46937,92679,STANDARD,TRABUCO CANYON,CA,PRIMARY,33.61,-117.54,-0.38,-0.73,0.55,NA,US,"Trabuco Canyon, CA",NA-US-CA-TRABUCO CANYON,FALSE,14093,28044,1546479449,55144.8,
46945,92688,STANDARD,RANCHO SANTA MARGARITA,CA,PRIMARY,33.61,-117.61,-0.38,-0.73,0.55,NA,US,"Rancho Santa Margarita, CA",NA-US-CA-RANCHO SANTA MARGARITA,FALSE,19374,36571,1334417917,36488.4,
46950,92780,STANDARD,TUSTIN,CA,PRIMARY,33.74,-117.82,-0.38,-0.73,0.55,NA,US,"Tustin, CA",NA-US-CA-TUSTIN,FALSE,23809,42492,984730716,23174.5,
46951,92781,PO BOX,TUSTIN,CA,PRIMARY,33.73,-117.81,-0.38,-0.73,0.55,NA,US,"Tustin, CA",NA-US-CA-TUSTIN,FALSE,917,1441,38736154,26881.4,
46952,92782,STANDARD,TUSTIN,CA,PRIMARY,33.75,-117.77,-0.38,-0.73,0.55,NA,US,"Tustin, CA",NA-US-CA-TUSTIN,FALSE,10722,19295,885260820,45880.3,
46953,91784,STANDARD,UPLAND,CA,PRIMARY,34.14,-117.65,-0.38,-0.73,0.56,NA,US,"Upland, CA",NA-US-CA-UPLAND,FALSE,12391,22685,739743987,32609.4,
46954,91785,PO BOX,UPLAND,CA,PRIMARY,34.09,-117.64,-0.38,-0.73,0.56,NA,US,"Upland, CA",NA-US-CA-UPLAND,FALSE,745,1145,26449507,23100,
46955,91786,STANDARD,UPLAND,CA,PRIMARY,34.1,-117.66,-0.38,-0.73,0.56,NA,US,"Upland, CA",NA-US-CA-UPLAND,FALSE,21167,36960,772607430,20903.9,
46956,91788,PO BOX,WALNUT,CA,PRIMARY,34.01,-117.86,-0.38,-0.73,0.55,NA,US,"Walnut, CA",NA-US-CA-WALNUT,FALSE,465,781,19485360,24949.2,
46957,91789,STANDARD,WALNUT,CA,PRIMARY,34.01,-117.85,-0.38,-0.73,0.55,NA,US,"Walnut, CA",NA-US-CA-WALNUT,FALSE,20233,37363,1007412826,26962.8,
46963,91790,STANDARD,WEST COVINA,CA,PRIMARY,34.06,-117.94,-0.38,-0.73,0.56,NA,US,"West Covina, CA",NA-US-CA-WEST COVINA,FALSE,18721,33820,730507125,21599.9,
46964,91791,STANDARD,WEST COVINA,CA,PRIMARY,34.06,-117.89,-0.38,-0.73,0.56,NA,US,"West Covina, CA",NA-US-CA-WEST COVINA,FALSE,14352,25715,643187247,25012.1,
46965,91792,STANDARD,WEST COVINA,CA,PRIMARY,34.02,-117.89,-0.38,-0.73,0.55,NA,US,"West Covina, CA",NA-US-CA-WEST COVINA,FALSE,13191,23683,537166104,22681.5,
46966,91793,PO BOX,WEST COVINA,CA,PRIMARY,34.06,-117.92,-0.38,-0.73,0.56,NA,US,"West Covina, CA",NA-US-CA-WEST COVINA,FALSE,623,1021,21634438,21189.5,
46967,92655,STANDARD,MIDWAY CITY,CA,PRIMARY,33.74,-117.98,-0.39,-0.73,0.55,NA,US,"Midway City, CA",NA-US-CA-MIDWAY CITY,FALSE,3469,6304,95955496,15221.4,
46968,92683,STANDARD,WESTMINSTER,CA,PRIMARY,33.74,-117.99,-0.39,-0.73,0.55,NA,US,"Westminster, CA",NA-US-CA-WESTMINSTER,FALSE,39501,70715,1374578010,19438.3,
46969,92684,PO BOX,WESTMINSTER,CA,PRIMARY,33.76,-118,-0.39,-0.73,0.55,NA,US,"Westminster, CA",NA-US-CA-WESTMINSTER,FALSE,548,880,16728348,19009.5,
46970,92685,PO BOX,WESTMINSTER,CA,PRIMARY,33.75,-117.99,-0.39,-0.73,0.55,NA,US,"Westminster, CA",NA-US-CA-WESTMINSTER,FALSE,801,1209,24821027,20530.2,
46971,90601,STANDARD,WHITTIER,CA,PRIMARY,34,-118.03,-0.38,-0.73,0.55,NA,US,"Whittier, CA",NA-US-CA-WHITTIER,FALSE,13900,24177,610287597,25242.5,
46975,90602,STANDARD,WHITTIER,CA,PRIMARY,33.97,-118.01,-0.38,-0.73,0.55,NA,US,"Whittier, CA",NA-US-CA-WHITTIER,FALSE,9822,17609,366837080,20832.4,
46976,90603,STANDARD,WHITTIER,CA,PRIMARY,33.94,-117.99,-0.38,-0.73,0.55,NA,US,"Whittier, CA",NA-US-CA-WHITTIER,FALSE,9090,16292,455739475,27973.2,
46977,90604,STANDARD,WHITTIER,CA,PRIMARY,33.93,-118,-0.38,-0.73,0.55,NA,US,"Whittier, CA",NA-US-CA-WHITTIER,FALSE,16442,29676,668981210,22542.8,
46978,90605,STANDARD,WHITTIER,CA,PRIMARY,33.94,-118.03,-0.38,-0.73,0.55,NA,US,"Whittier, CA",NA-US-CA-WHITTIER,FALSE,16595,30900,649862588,21031.2,
46980,90606,STANDARD,WHITTIER,CA,PRIMARY,33.98,-118.06,-0.39,-0.73,0.55,NA,US,"Whittier, CA",NA-US-CA-WHITTIER,FALSE,13515,24569,470864934,19165,
46982,90607,PO BOX,WHITTIER,CA,PRIMARY,33.96,-118.02,-0.38,-0.73,0.55,NA,US,"Whittier, CA",NA-US-CA-WHITTIER,FALSE,354,583,13610481,23345.6,
46983,90608,PO BOX,WHITTIER,CA,PRIMARY,33.97,-118.02,-0.38,-0.73,0.55,NA,US,"Whittier, CA",NA-US-CA-WHITTIER,FALSE,366,579,11958695,20654.1,
46987,90744,STANDARD,WILMINGTON,CA,PRIMARY,33.77,-118.26,-0.39,-0.73,0.55,NA,US,"Wilmington, CA",NA-US-CA-WILMINGTON,FALSE,19736,37822,587650565,15537.3,
46988,90748,PO BOX,WILMINGTON,CA,PRIMARY,33.78,-118.26,-0.39,-0.73,0.55,NA,US,"Wilmington, CA",NA-US-CA-WILMINGTON,FALSE,622,1135,18797877,16562,
46989,92885,PO BOX,YORBA LINDA,CA,PRIMARY,33.89,-117.82,-0.38,-0.73,0.55,NA,US,"Yorba Linda, CA",NA-US-CA-YORBA LINDA,FALSE,301,484,15025010,31043.4,
46990,92886,STANDARD,YORBA LINDA,CA,PRIMARY,33.89,-117.78,-0.38,-0.73,0.55,NA,US,"Yorba Linda, CA",NA-US-CA-YORBA LINDA,FALSE,21300,39360,1533011564,38948.5,
46991,92887,STANDARD,YORBA LINDA,CA,PRIMARY,33.88,-117.72,-0.38,-0.73,0.55,NA,US,"Yorba Linda, CA",NA-US-CA-YORBA LINDA,FALSE,9669,18153,823004537,45337.1,
46992,95410,STANDARD,ALBION,CA,PRIMARY,39.21,-123.69,-0.42,-0.64,0.63,NA,US,"Albion, CA",NA-US-CA-ALBION,FALSE,428,676,6217060,9196.83,
46995,95518,PO BOX,ARCATA,CA,PRIMARY,40.86,-124.08,-0.42,-0.62,0.65,NA,US,"Arcata, CA",NA-US-CA-ARCATA,FALSE,965,1402,21280014,15178.3,
46996,95519,STANDARD,MCKINLEYVILLE,CA,PRIMARY,40.94,-124.02,-0.42,-0.62,0.65,NA,US,"Mckinleyville, CA",NA-US-CA-MCKINLEYVILLE,FALSE,7410,12766,231979093,18171.6,
46997,95521,STANDARD,ARCATA,CA,PRIMARY,40.85,-124.05,-0.42,-0.62,0.65,NA,US,"Arcata, CA",NA-US-CA-ARCATA,FALSE,7385,10982,177508570,16163.6,
47001,95524,STANDARD,BAYSIDE,CA,PRIMARY,40.81,-124.01,-0.42,-0.62,0.65,NA,US,"Bayside, CA",NA-US-CA-BAYSIDE,FALSE,1038,1740,32200527,18506.1,
47002,94002,STANDARD,BELMONT,CA,PRIMARY,37.5,-122.3,-0.42,-0.67,0.6,NA,US,"Belmont, CA",NA-US-CA-BELMONT,FALSE,13324,23092,1076478920,46617,
47003,94920,STANDARD,BELVEDERE TIBURON,CA,PRIMARY,37.89,-122.47,-0.42,-0.66,0.61,NA,US,"Belvedere Tiburon, CA",NA-US-CA-BELVEDERE TIBURON,FALSE,6348,10900,869131648,79736.9,
47008,95525,STANDARD,BLUE LAKE,CA,PRIMARY,40.96,-123.85,-0.42,-0.62,0.65,NA,US,"Blue Lake, CA",NA-US-CA-BLUE LAKE,FALSE,835,1405,23930304,17032.2,
47010,94923,STANDARD,BODEGA BAY,CA,PRIMARY,38.35,-123.06,-0.42,-0.65,0.62,NA,US,"Bodega Bay, CA",NA-US-CA-BODEGA BAY,FALSE,706,1169,26186613,22400.9,
47012,94924,STANDARD,BOLINAS,CA,PRIMARY,37.94,-122.73,-0.42,-0.66,0.61,NA,US,"Bolinas, CA",NA-US-CA-BOLINAS,FALSE,765,1151,20416715,17738.2,
47013,95415,STANDARD,BOONVILLE,CA,PRIMARY,38.99,-123.36,-0.42,-0.64,0.62,NA,US,"Boonville, CA",NA-US-CA-BOONVILLE,FALSE,661,1236,16237261,13136.9,
47014,95416,PO BOX,BOYES HOT SPRINGS,CA,PRIMARY,38.31,-122.48,-0.42,-0.66,0.61,NA,US,"Boyes Hot Springs, CA",NA-US-CA-BOYES HOT SPRINGS,FALSE,1304,2731,38204678,13989.3,
47022,94005,STANDARD,BRISBANE,CA,PRIMARY,37.68,-122.41,-0.42,-0.66,0.61,NA,US,"Brisbane, CA",NA-US-CA-BRISBANE,FALSE,2641,4345,199733115,45968.5,
47023,94010,STANDARD,BURLINGAME,CA,PRIMARY,37.56,-122.37,-0.42,-0.66,0.6,NA,US,"Burlingame, CA",NA-US-CA-BURLINGAME,FALSE,20391,35172,,,
47025,94011,PO BOX,BURLINGAME,CA,PRIMARY,37.57,-122.34,-0.42,-0.66,0.6,NA,US,"Burlingame, CA",NA-US-CA-BURLINGAME,FALSE,665,973,42722349,43907.9,
47028,95528,STANDARD,CARLOTTA,CA,PRIMARY,40.48,-123.95,-0.42,-0.63,0.64,NA,US,"Carlotta, CA",NA-US-CA-CARLOTTA,FALSE,412,754,10038384,13313.5,
47029,95421,STANDARD,CAZADERO,CA,PRIMARY,38.56,-123.2,-0.42,-0.65,0.62,NA,US,"Cazadero, CA",NA-US-CA-CAZADERO,FALSE,633,1034,17473008,16898.5,
47030,95422,STANDARD,CLEARLAKE,CA,PRIMARY,38.96,-122.64,-0.41,-0.65,0.62,NA,US,"Clearlake, CA",NA-US-CA-CLEARLAKE,FALSE,4328,7530,91164588,12106.9,
47031,95423,STANDARD,CLEARLAKE OAKS,CA,PRIMARY,39.05,-122.55,-0.41,-0.65,0.63,NA,US,"Clearlake Oaks, CA",NA-US-CA-CLEARLAKE OAKS,FALSE,1418,2370,31526385,13302.3,
47036,95425,STANDARD,CLOVERDALE,CA,PRIMARY,38.78,-122.92,-0.42,-0.65,0.62,NA,US,"Cloverdale, CA",NA-US-CA-CLOVERDALE,FALSE,4863,8841,184426364,20860.4,
47039,95426,PO BOX,COBB,CA,PRIMARY,38.83,-122.71,-0.42,-0.65,0.62,NA,US,"Cobb, CA",NA-US-CA-COBB,FALSE,982,1723,39078743,22680.6,
47042,94925,STANDARD,CORTE MADERA,CA,PRIMARY,37.92,-122.51,-0.42,-0.66,0.61,NA,US,"Corte Madera, CA",NA-US-CA-CORTE MADERA,FALSE,4620,8134,385143099,47349.8,
47043,94976,PO BOX,CORTE MADERA,CA,PRIMARY,37.92,-122.52,-0.42,-0.66,0.61,NA,US,"Corte Madera, CA",NA-US-CA-CORTE MADERA,FALSE,257,365,9740730,26686.9,
47047,94927,PO BOX,ROHNERT PARK,CA,PRIMARY,38.34,-122.69,-0.42,-0.65,0.62,NA,US,"Rohnert Park, CA",NA-US-CA-ROHNERT PARK,FALSE,441,678,16001650,23601.3,
47049,94928,STANDARD,ROHNERT PARK,CA,PRIMARY,38.34,-122.7,-0.42,-0.65,0.62,NA,US,"Rohnert Park, CA",NA-US-CA-ROHNERT PARK,FALSE,18084,30371,727858410,23965.6,
47051,94931,STANDARD,COTATI,CA,PRIMARY,38.31,-122.7,-0.42,-0.66,0.62,NA,US,"Cotati, CA",NA-US-CA-COTATI,FALSE,4399,7260,186036209,25624.8,
47052,95428,STANDARD,COVELO,CA,PRIMARY,39.82,-123.16,-0.42,-0.64,0.64,NA,US,"Covelo, CA",NA-US-CA-COVELO,FALSE,781,1328,14228182,10714,
47053,95531,STANDARD,CRESCENT CITY,CA,PRIMARY,41.78,-124.16,-0.41,-0.61,0.66,NA,US,"Crescent City, CA",NA-US-CA-CRESCENT CITY,FALSE,7914,14062,237273850,16873.4,
47059,94014,STANDARD,DALY CITY,CA,PRIMARY,37.68,-122.43,-0.42,-0.66,0.61,NA,US,"Daly City, CA",NA-US-CA-DALY CITY,FALSE,21709,36989,878573056,23752.3,
47061,94015,STANDARD,DALY CITY,CA,PRIMARY,37.67,-122.47,-0.42,-0.66,0.61,NA,US,"Daly City, CA",NA-US-CA-DALY CITY,FALSE,29496,49650,1324909193,26685,
47064,94017,PO BOX,DALY CITY,CA,PRIMARY,37.69,-122.47,-0.42,-0.66,0.61,NA,US,"Daly City, CA",NA-US-CA-DALY CITY,FALSE,563,895,22653373,25311,
47068,94018,PO BOX,EL GRANADA,CA,PRIMARY,37.5,-122.47,-0.42,-0.66,0.6,NA,US,"El Granada, CA",NA-US-CA-EL GRANADA,FALSE,1923,3353,140327345,41851.3,
47070,95433,PO BOX,EL VERANO,CA,PRIMARY,38.29,-122.48,-0.42,-0.66,0.61,NA,US,"El Verano, CA",NA-US-CA-EL VERANO,FALSE,505,873,14709437,16849.3,
47071,95501,STANDARD,EUREKA,CA,PRIMARY,40.8,-124.15,-0.42,-0.62,0.65,NA,US,"Eureka, CA",NA-US-CA-EUREKA,FALSE,8979,14321,230240510,16077.1,
47073,95502,PO BOX,EUREKA,CA,PRIMARY,40.81,-124.08,-0.42,-0.62,0.65,NA,US,"Eureka, CA",NA-US-CA-EUREKA,FALSE,1795,2818,47260805,16771,
47074,95503,STANDARD,EUREKA,CA,PRIMARY,40.71,-124.11,-0.42,-0.62,0.65,NA,US,"Eureka, CA",NA-US-CA-EUREKA,FALSE,9719,16695,297836600,17839.9,
47077,94930,STANDARD,FAIRFAX,CA,PRIMARY,37.98,-122.6,-0.42,-0.66,0.61,NA,US,"Fairfax, CA",NA-US-CA-FAIRFAX,FALSE,4149,6948,217015411,31234.2,
47078,94978,PO BOX,FAIRFAX,CA,PRIMARY,37.98,-122.58,-0.42,-0.66,0.61,NA,US,"Fairfax, CA",NA-US-CA-FAIRFAX,FALSE,390,526,8999923,17110.1,
47079,95536,STANDARD,FERNDALE,CA,PRIMARY,40.45,-124.26,-0.42,-0.62,0.64,NA,US,"Ferndale, CA",NA-US-CA-FERNDALE,FALSE,1332,2338,36162286,15467.2,
47082,95435,PO BOX,FINLEY,CA,PRIMARY,39,-122.87,-0.42,-0.65,0.62,NA,US,"Finley, CA",NA-US-CA-FINLEY,FALSE,263,563,6075683,10791.6,
47083,94933,PO BOX,FOREST KNOLLS,CA,PRIMARY,38.01,-122.69,-0.42,-0.66,0.61,NA,US,"Forest Knolls, CA",NA-US-CA-FOREST KNOLLS,FALSE,473,771,18959761,24591.1,
47084,95436,STANDARD,FORESTVILLE,CA,PRIMARY,38.48,-122.9,-0.42,-0.65,0.62,NA,US,"Forestville, CA",NA-US-CA-FORESTVILLE,FALSE,2855,4585,107428617,23430.5,
47086,95437,STANDARD,FORT BRAGG,CA,PRIMARY,39.47,-123.63,-0.42,-0.64,0.63,NA,US,"Fort Bragg, CA",NA-US-CA-FORT BRAGG,FALSE,6491,11000,154156411,14014.2,
47096,95540,STANDARD,FORTUNA,CA,PRIMARY,40.57,-124.15,-0.42,-0.62,0.65,NA,US,"Fortuna, CA",NA-US-CA-FORTUNA,FALSE,5585,9910,159957354,16141,
47097,95439,STANDARD,FULTON,CA,PRIMARY,38.49,-122.77,-0.42,-0.65,0.62,NA,US,"Fulton, CA",NA-US-CA-FULTON,FALSE,460,838,15641513,18665.3,
47098,95542,STANDARD,GARBERVILLE,CA,PRIMARY,40.22,-123.97,-0.42,-0.63,0.64,NA,US,"Garberville, CA",NA-US-CA-GARBERVILLE,FALSE,941,1468,13922252,9483.82,
47099,95543,STANDARD,GASQUET,CA,PRIMARY,41.84,-123.85,-0.41,-0.61,0.66,NA,US,"Gasquet, CA",NA-US-CA-GASQUET,FALSE,285,494,8199469,16598.1,
47100,95441,STANDARD,GEYSERVILLE,CA,PRIMARY,38.74,-123.13,-0.42,-0.65,0.62,NA,US,"Geyserville, CA",NA-US-CA-GEYSERVILLE,FALSE,1206,2362,46964904,19883.5,
47101,95442,STANDARD,GLEN ELLEN,CA,PRIMARY,38.38,-122.52,-0.42,-0.66,0.62,NA,US,"Glen Ellen, CA",NA-US-CA-GLEN ELLEN,FALSE,1725,2862,76866467,26857.6,
47103,95444,STANDARD,GRATON,CA,PRIMARY,38.43,-122.86,-0.42,-0.65,0.62,NA,US,"Graton, CA",NA-US-CA-GRATON,FALSE,664,1154,22136651,19182.5,
47104,95445,STANDARD,GUALALA,CA,PRIMARY,38.82,-123.51,-0.43,-0.64,0.62,NA,US,"Gualala, CA",NA-US-CA-GUALALA,FALSE,1366,2247,28694505,12770.1,
47107,95497,PO BOX,THE SEA RANCH,CA,PRIMARY,38.7,-123.44,-0.43,-0.65,0.62,NA,US,"The Sea Ranch, CA",NA-US-CA-THE SEA RANCH,FALSE,256,411,7968939,19389.1,
47108,95446,STANDARD,GUERNEVILLE,CA,PRIMARY,38.52,-123.01,-0.42,-0.65,0.62,NA,US,"Guerneville, CA",NA-US-CA-GUERNEVILLE,FALSE,2437,3558,73699073,20713.6,
47111,94019,STANDARD,HALF MOON BAY,CA,PRIMARY,37.44,-122.41,-0.42,-0.67,0.6,NA,US,"Half Moon Bay, CA",NA-US-CA-HALF MOON BAY,FALSE,7166,12963,584645177,45101.1,
47113,95448,STANDARD,HEALDSBURG,CA,PRIMARY,38.63,-122.89,-0.42,-0.65,0.62,NA,US,"Healdsburg, CA",NA-US-CA-HEALDSBURG,FALSE,8593,14838,343340891,23139.3,
47115,95546,STANDARD,HOOPA,CA,PRIMARY,41.11,-123.64,-0.41,-0.62,0.65,NA,US,"Hoopa, CA",NA-US-CA-HOOPA,FALSE,932,1777,22027995,12396.2,
47119,95449,STANDARD,HOPLAND,CA,PRIMARY,38.93,-123.11,-0.42,-0.65,0.62,NA,US,"Hopland, CA",NA-US-CA-HOPLAND,FALSE,731,1330,21488698,16156.9,
47120,95547,STANDARD,HYDESVILLE,CA,PRIMARY,40.56,-124.07,-0.42,-0.62,0.65,NA,US,"Hydesville, CA",NA-US-CA-HYDESVILLE,FALSE,553,1029,18340092,17823.2,
47121,94937,STANDARD,INVERNESS,CA,PRIMARY,38.11,-122.92,-0.42,-0.66,0.61,NA,US,"Inverness, CA",NA-US-CA-INVERNESS,FALSE,528,867,14666241,16916.1,
47124,95451,STANDARD,KELSEYVILLE,CA,PRIMARY,38.91,-122.79,-0.42,-0.65,0.62,NA,US,"Kelseyville, CA",NA-US-CA-KELSEYVILLE,FALSE,4531,8100,136029206,16793.7,
47125,95452,STANDARD,KENWOOD,CA,PRIMARY,38.42,-122.54,-0.42,-0.66,0.62,NA,US,"Kenwood, CA",NA-US-CA-KENWOOD,FALSE,951,1581,45062154,28502.3,
47126,95548,STANDARD,KLAMATH,CA,PRIMARY,41.59,-124.06,-0.41,-0.61,0.66,NA,US,"Klamath, CA",NA-US-CA-KLAMATH,FALSE,428,716,8265345,11543.8,
47127,95549,STANDARD,KNEELAND,CA,PRIMARY,40.67,-123.88,-0.42,-0.62,0.65,NA,US,"Kneeland, CA",NA-US-CA-KNEELAND,FALSE,350,635,10673232,16808.2,
47129,94938,PO BOX,LAGUNITAS,CA,PRIMARY,38.03,-122.7,-0.42,-0.66,0.61,NA,US,"Lagunitas, CA",NA-US-CA-LAGUNITAS,FALSE,302,479,8857201,18491,
47130,94020,STANDARD,LA HONDA,CA,PRIMARY,37.28,-122.24,-0.42,-0.67,0.6,NA,US,"La Honda, CA",NA-US-CA-LA HONDA,FALSE,798,1307,54401389,41623.1,
47131,95453,STANDARD,LAKEPORT,CA,PRIMARY,39.04,-122.93,-0.42,-0.65,0.62,NA,US,"Lakeport, CA",NA-US-CA-LAKEPORT,FALSE,4588,7976,133564273,16745.8,
47132,94939,STANDARD,LARKSPUR,CA,PRIMARY,37.93,-122.53,-0.42,-0.66,0.61,NA,US,"Larkspur, CA",NA-US-CA-LARKSPUR,FALSE,3511,5652,316051572,55918.5,
47133,94977,PO BOX,LARKSPUR,CA,PRIMARY,37.93,-122.53,-0.42,-0.66,0.61,NA,US,"Larkspur, CA",NA-US-CA-LARKSPUR,FALSE,290,381,7842175,20583.1,
47136,95454,STANDARD,LAYTONVILLE,CA,PRIMARY,39.8,-123.5,-0.42,-0.64,0.64,NA,US,"Laytonville, CA",NA-US-CA-LAYTONVILLE,FALSE,997,1687,14381566,8524.94,
47139,95456,STANDARD,LITTLE RIVER,CA,PRIMARY,39.25,-123.73,-0.43,-0.64,0.63,NA,US,"Little River, CA",NA-US-CA-LITTLE RIVER,FALSE,359,540,5059691,9369.8,
47141,95551,STANDARD,LOLETA,CA,PRIMARY,40.68,-124.22,-0.42,-0.62,0.65,NA,US,"Loleta, CA",NA-US-CA-LOLETA,FALSE,611,1088,17275172,15877.9,
47143,94022,STANDARD,LOS ALTOS,CA,PRIMARY,37.36,-122.14,-0.42,-0.67,0.6,NA,US,"Los Altos, CA",NA-US-CA-LOS ALTOS,FALSE,9764,17620,1521495606,86350.5,
47145,94023,PO BOX,LOS ALTOS,CA,PRIMARY,37.37,-122.11,-0.42,-0.67,0.6,NA,US,"Los Altos, CA",NA-US-CA-LOS ALTOS,FALSE,454,687,36083772,52523.7,
47146,94024,STANDARD,LOS ALTOS,CA,PRIMARY,37.34,-122.11,-0.42,-0.67,0.6,NA,US,"Los Altos, CA",NA-US-CA-LOS ALTOS,FALSE,10923,20665,1585532162,76725.5,
47148,95457,STANDARD,LOWER LAKE,CA,PRIMARY,38.88,-122.55,-0.41,-0.65,0.62,NA,US,"Lower Lake, CA",NA-US-CA-LOWER LAKE,FALSE,1604,2786,45397024,16294.7,
47149,95458,STANDARD,LUCERNE,CA,PRIMARY,39.12,-122.76,-0.41,-0.65,0.63,NA,US,"Lucerne, CA",NA-US-CA-LUCERNE,FALSE,1018,1687,21457162,12719.1,
47154,95460,STANDARD,MENDOCINO,CA,PRIMARY,39.3,-123.73,-0.42,-0.64,0.63,NA,US,"Mendocino, CA",NA-US-CA-MENDOCINO,FALSE,1495,2343,32050911,13679.4,
